filename	entity_label	entity_kind	start_span	end_span	text
cardiovascular_arterial hypertension_11_BGgpt.txt	disease	concept	593	620	сърдечно-съдови заболявания
cardiovascular_arterial hypertension_11_BGgpt.txt	medication	concept	656	683	антихипертензивни лекарства
cardiovascular_arterial hypertension_11_BGgpt.txt	disease	concept	1441	1464	персистираща хипертония
cardiovascular_arterial hypertension_11_BGgpt.txt	medication	concept	1589	1599	Лизиноприл
cardiovascular_arterial hypertension_11_BGgpt.txt	medication	concept	1645	1661	Хидрохлоротиазид
cardiovascular_arterial hypertension_11_BGgpt.txt	disease	concept	1722	1743	артериална хипертония
cardiovascular_arterial hypertension_11_BGgpt.txt	medication	concept	2549	2559	Лизиноприл
cardiovascular_arterial hypertension_11_BGgpt.txt	disease	concept	2621	2642	артериална хипертония
cardiovascular_arterial hypertension_11_BGgpt.txt	medication	concept	2650	2666	Хидрохлоротиазид
cardiovascular_arterial hypertension_11_BGgpt.txt	disease	concept	2730	2751	артериална хипертония
cardiovascular_arterial hypertension_11_BGgpt.txt	medication	concept	2793	2833	нестероидни противовъзпалителни средства
cardiovascular_arterial hypertension_11_BGgpt.txt	symptom	concept	3116	3133	кръвното налягане
cardiovascular_arterial hypertension_11_BGgpt.txt	procedure	concept	3487	3505	контролния преглед
cardiovascular_arterial hypertension_11_BGgpt.txt	disease	concept	3892	3904	хипертонията
cardiovascular_arterial hypertension_11_BGgpt.txt	symptom	concept	4176	4181	задух
cardiovascular_arterial hypertension_11_BGgpt.txt	symptom	concept	4186	4208	прекомерно световъртеж
cardiovascular_arterial hypertension_11_BGgpt.txt	disease	concept	4369	4390	артериална хипертония
cardiovascular_arterial hypertension_11_BGgpt.txt	medication	concept	4414	4424	Лизиноприл
cardiovascular_arterial hypertension_11_BGgpt.txt	medication	concept	4427	4443	Хидрохлоротиазид
cardiovascular_arterial hypertension_11_BGgpt.txt	disease	concept	4591	4603	хипертонията
cardiovascular_arterial hypertension_11_BGgpt.txt	procedure	concept	4658	4676	контролни прегледи
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	288	309	Артериална хипертония
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	405	425	захарен диабет тип 2
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	428	442	хиперлипидемия
cardiovascular_arterial hypertension_12_BGgpt.txt	symptom	concept	511	521	главоболие
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	764	785	артериална хипертония
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	832	859	сърдечно-съдови заболявания
cardiovascular_arterial hypertension_12_BGgpt.txt	procedure	concept	1040	1055	ехокардиография
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	1445	1451	диабет
cardiovascular_arterial hypertension_12_BGgpt.txt	medication	concept	1687	1693	натрий
cardiovascular_arterial hypertension_12_BGgpt.txt	medication	concept	1845	1855	Лизиноприл
cardiovascular_arterial hypertension_12_BGgpt.txt	medication	concept	2139	2155	Хидрохлоротиазид
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	2961	2984	артериалната хипертония
cardiovascular_arterial hypertension_12_BGgpt.txt	symptom	concept	3345	3361	странични ефекти
cardiovascular_arterial hypertension_12_BGgpt.txt	medication	concept	3550	3560	Лизиноприл
cardiovascular_arterial hypertension_12_BGgpt.txt	medication	concept	3600	3616	Хидрохлоротиазид
cardiovascular_arterial hypertension_12_BGgpt.txt	medication	concept	3658	3667	Метформин
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	3706	3712	диабет
cardiovascular_arterial hypertension_12_BGgpt.txt	medication	concept	3718	3730	Аторвастатин
cardiovascular_arterial hypertension_12_BGgpt.txt	disease	concept	3770	3784	хиперлипидемия
cardiovascular_arterial hypertension_12_BGgpt.txt	symptom	concept	4214	4229	болка в гърдите
cardiovascular_arterial hypertension_12_BGgpt.txt	symptom	concept	4234	4251	затруднено дишане
cardiovascular_arterial hypertension_13_BGgpt.txt	disease	concept	264	285	Артериална хипертония
cardiovascular_arterial hypertension_13_BGgpt.txt	disease	concept	1029	1050	артериална хипертония
cardiovascular_arterial hypertension_13_BGgpt.txt	medication	concept	1125	1136	медикаменти
cardiovascular_arterial hypertension_13_BGgpt.txt	procedure	concept	1334	1347	уринен анализ
cardiovascular_arterial hypertension_13_BGgpt.txt	disease	concept	1617	1637	тиреоидна дисфункция
cardiovascular_arterial hypertension_13_BGgpt.txt	medication	concept	1719	1729	Лизиноприл
cardiovascular_arterial hypertension_13_BGgpt.txt	medication	concept	1731	1744	АСЕ-инхибитор
cardiovascular_arterial hypertension_13_BGgpt.txt	symptom	concept	1941	1948	теглото
cardiovascular_arterial hypertension_13_BGgpt.txt	medication	concept	1999	2005	натрий
cardiovascular_arterial hypertension_13_BGgpt.txt	medication	concept	2381	2398	тиазиден диуретик
cardiovascular_arterial hypertension_13_BGgpt.txt	medication	concept	2934	2944	Лизиноприл
cardiovascular_arterial hypertension_13_BGgpt.txt	disease	concept	3522	3532	хипертония
cardiovascular_arterial hypertension_13_BGgpt.txt	disease	concept	4009	4030	артериална хипертония
cardiovascular_arterial hypertension_13_BGgpt.txt	disease	concept	4322	4332	хипертония
cardiovascular_arterial hypertension_13_BGgpt.txt	disease	concept	4354	4373	вторични усложнения
cardiovascular_arterial hypertension_14_BGgpt.txt	disease	concept	302	323	Артериална хипертония
cardiovascular_arterial hypertension_14_BGgpt.txt	disease	concept	611	638	сърдечно-съдови заболявания
cardiovascular_arterial hypertension_14_BGgpt.txt	disease	concept	652	673	артериална хипертония
cardiovascular_arterial hypertension_14_BGgpt.txt	disease	concept	1568	1589	артериална хипертония
cardiovascular_arterial hypertension_14_BGgpt.txt	medication	concept	1858	1868	Лизиноприл
cardiovascular_arterial hypertension_14_BGgpt.txt	medication	concept	1870	1883	АСЕ инхибитор
cardiovascular_arterial hypertension_14_BGgpt.txt	medication	concept	1949	1966	тиазиден диуретик
cardiovascular_arterial hypertension_14_BGgpt.txt	medication	concept	1968	1983	Хидрохлортиазид
cardiovascular_arterial hypertension_14_BGgpt.txt	medication	concept	2223	2229	натрий
cardiovascular_arterial hypertension_14_BGgpt.txt	procedure	concept	2572	2592	медикаментозен режим
cardiovascular_arterial hypertension_14_BGgpt.txt	medication	concept	2732	2742	Лизиноприл
cardiovascular_arterial hypertension_14_BGgpt.txt	medication	concept	2765	2780	Хидрохлортиазид
cardiovascular_arterial hypertension_14_BGgpt.txt	medication	concept	2979	2985	натрий
cardiovascular_arterial hypertension_14_BGgpt.txt	symptom	concept	3485	3508	персистиращи главоболия
cardiovascular_arterial hypertension_14_BGgpt.txt	symptom	concept	3510	3528	промени в зрението
cardiovascular_arterial hypertension_15_BGgpt.txt	disease	concept	491	511	захарен диабет тип 2
cardiovascular_arterial hypertension_15_BGgpt.txt	symptom	concept	738	743	умора
cardiovascular_arterial hypertension_15_BGgpt.txt	disease	concept	807	834	сърдечно-съдови заболявания
cardiovascular_arterial hypertension_15_BGgpt.txt	disease	concept	837	858	артериална хипертония
cardiovascular_arterial hypertension_15_BGgpt.txt	disease	concept	1336	1356	захарен диабет тип 2
cardiovascular_arterial hypertension_15_BGgpt.txt	disease	concept	1585	1606	артериална хипертония
cardiovascular_arterial hypertension_15_BGgpt.txt	disease	concept	1854	1860	диабет
cardiovascular_arterial hypertension_15_BGgpt.txt	disease	concept	1863	1875	затлъстяване
cardiovascular_arterial hypertension_15_BGgpt.txt	disease	concept	1963	1989	сърдечно-съдови усложнения
cardiovascular_arterial hypertension_15_BGgpt.txt	medication	concept	2024	2034	Лизиноприл
cardiovascular_arterial hypertension_15_BGgpt.txt	medication	concept	2036	2049	АСЕ-инхибитор
cardiovascular_arterial hypertension_15_BGgpt.txt	medication	concept	2184	2193	Амлодипин
cardiovascular_arterial hypertension_15_BGgpt.txt	medication	concept	2195	2230	дихидропиридинов калциев антагонист
cardiovascular_arterial hypertension_15_BGgpt.txt	medication	concept	3481	3491	Лизиноприл
cardiovascular_arterial hypertension_15_BGgpt.txt	medication	concept	3524	3533	Амлодипин
cardiovascular_arterial hypertension_15_BGgpt.txt	symptom	concept	3987	3992	задух
cardiovascular_arterial hypertension_16_BGgpt.txt	disease	concept	4	12	Епикриза
cardiovascular_arterial hypertension_16_BGgpt.txt	disease	concept	387	407	захарен диабет тип 2
cardiovascular_arterial hypertension_16_BGgpt.txt	medication	concept	474	483	Метформин
cardiovascular_arterial hypertension_16_BGgpt.txt	disease	concept	533	554	артериална хипертония
cardiovascular_arterial hypertension_16_BGgpt.txt	disease	concept	1055	1076	артериална хипертония
cardiovascular_arterial hypertension_16_BGgpt.txt	disease	concept	1575	1596	артериална хипертония
cardiovascular_arterial hypertension_16_BGgpt.txt	medication	concept	1815	1821	натрий
cardiovascular_arterial hypertension_16_BGgpt.txt	medication	concept	1910	1920	Лизиноприл
cardiovascular_arterial hypertension_16_BGgpt.txt	medication	concept	2068	2077	Амлодипин
cardiovascular_arterial hypertension_16_BGgpt.txt	medication	concept	2198	2208	Лизиноприл
cardiovascular_arterial hypertension_16_BGgpt.txt	medication	concept	2750	2760	Лизиноприл
cardiovascular_arterial hypertension_16_BGgpt.txt	medication	concept	2783	2792	Амлодипин
cardiovascular_arterial hypertension_16_BGgpt.txt	medication	concept	2860	2900	нестероидни противовъзпалителни средства
cardiovascular_arterial hypertension_16_BGgpt.txt	symptom	concept	3414	3419	задух
cardiovascular_arterial hypertension_16_BGgpt.txt	symptom	concept	3448	3458	главоболие
cardiovascular_arterial hypertension_16_BGgpt.txt	disease	concept	3588	3609	артериална хипертония
cardiovascular_arterial hypertension_16_BGgpt.txt	disease	concept	3948	3971	артериалната хипертония
cardiovascular_arterial hypertension_17_BGgpt.txt	disease	concept	442	463	Артериална хипертония
cardiovascular_arterial hypertension_17_BGgpt.txt	disease	concept	1683	1695	хипокалиемия
cardiovascular_arterial hypertension_17_BGgpt.txt	medication	concept	1869	1879	Лизиноприл
cardiovascular_arterial hypertension_17_BGgpt.txt	medication	concept	1925	1934	Амлодипин
cardiovascular_arterial hypertension_17_BGgpt.txt	disease	concept	2023	2035	хипертонията
cardiovascular_arterial hypertension_17_BGgpt.txt	medication	concept	2102	2108	натрий
cardiovascular_arterial hypertension_17_BGgpt.txt	medication	concept	2197	2203	натрий
cardiovascular_arterial hypertension_17_BGgpt.txt	medication	concept	2592	2602	Лизиноприл
cardiovascular_arterial hypertension_17_BGgpt.txt	medication	concept	2625	2634	Амлодипин
cardiovascular_arterial hypertension_17_BGgpt.txt	medication	concept	2932	2938	натрий
cardiovascular_arterial hypertension_17_BGgpt.txt	symptom	concept	3575	3590	болка в гърдите
cardiovascular_arterial hypertension_17_BGgpt.txt	symptom	concept	3592	3597	задух
cardiovascular_arterial hypertension_17_BGgpt.txt	symptom	concept	3624	3634	главоболие
cardiovascular_arterial hypertension_17_BGgpt.txt	disease	concept	3847	3873	артериалната му хипертония
cardiovascular_arterial hypertension_17_BGgpt.txt	procedure	concept	3900	3912	проследяване
cardiovascular_arterial hypertension_18_BGgpt.txt	disease	concept	442	463	артериална хипертония
cardiovascular_arterial hypertension_18_BGgpt.txt	disease	concept	573	594	артериална хипертония
cardiovascular_arterial hypertension_18_BGgpt.txt	disease	concept	644	658	захарен диабет
cardiovascular_arterial hypertension_18_BGgpt.txt	disease	concept	1608	1641	новооткрита артериална хипертония
cardiovascular_arterial hypertension_18_BGgpt.txt	medication	concept	1761	1767	натрий
cardiovascular_arterial hypertension_18_BGgpt.txt	medication	concept	2067	2077	Лизиноприл
cardiovascular_arterial hypertension_18_BGgpt.txt	medication	concept	2114	2130	Хидрохлоротиазид
cardiovascular_arterial hypertension_18_BGgpt.txt	disease	concept	3018	3036	хипертонична криза
cardiovascular_arterial hypertension_18_BGgpt.txt	medication	concept	3133	3143	Лизиноприл
cardiovascular_arterial hypertension_18_BGgpt.txt	medication	concept	3180	3196	Хидрохлоротиазид
cardiovascular_arterial hypertension_18_BGgpt.txt	disease	concept	3278	3299	артериална хипертония
cardiovascular_arterial hypertension_19_BGgpt.txt	disease	concept	761	771	Хипертония
cardiovascular_arterial hypertension_19_BGgpt.txt	disease	concept	790	810	Захарен диабет тип 2
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	826	835	Метформин
cardiovascular_arterial hypertension_19_BGgpt.txt	disease	concept	864	878	Хиперлипидемия
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	895	907	Аторвастатин
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	966	975	Метформин
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	1003	1015	Аторвастатин
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	1721	1731	Лизиноприл
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	1912	1918	натрий
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	2280	2290	Лизиноприл
cardiovascular_arterial hypertension_19_BGgpt.txt	disease	concept	2316	2326	хипертония
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	2332	2341	Метформин
cardiovascular_arterial hypertension_19_BGgpt.txt	disease	concept	2370	2390	захарен диабет тип 2
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	2396	2408	Аторвастатин
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	2833	2839	натрий
cardiovascular_arterial hypertension_19_BGgpt.txt	symptom	concept	3251	3268	кръвното налягане
cardiovascular_arterial hypertension_19_BGgpt.txt	medication	concept	3414	3427	медикаментите
cardiovascular_arterial hypertension_19_BGgpt.txt	disease	concept	3906	3918	хипертонията
cardiovascular_arterial hypertension_19_BGgpt.txt	procedure	concept	3939	3956	доживотно лечение
cardiovascular_arterial hypertension_19_BGgpt.txt	disease	concept	4228	4240	хипертонията
cardiovascular_arterial hypertension_19_BGgpt.txt	symptom	concept	4376	4392	нежелани реакции
cardiovascular_arterial hypertension_19_BGgpt.txt	procedure	concept	4669	4676	лечение
cardiovascular_arterial hypertension_19_BGgpt.txt	procedure	concept	4759	4781	медикаментозна терапия
cardiovascular_arterial hypertension_1_BGgpt.txt	symptom	concept	379	389	главоболия
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	484	511	сърдечно-съдови заболявания
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	525	535	хипертония
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	741	751	хипертония
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	754	781	сърдечно-съдови заболявания
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	807	817	хипертония
cardiovascular_arterial hypertension_1_BGgpt.txt	symptom	concept	851	858	Непушач
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	1458	1479	артериална хипертония
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	1906	1927	артериална хипертония
cardiovascular_arterial hypertension_1_BGgpt.txt	medication	concept	2708	2718	Лизиноприл
cardiovascular_arterial hypertension_1_BGgpt.txt	medication	concept	2720	2733	АСЕ-инхибитор
cardiovascular_arterial hypertension_1_BGgpt.txt	symptom	concept	3303	3320	кръвното налягане
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	3667	3677	хипертония
cardiovascular_arterial hypertension_1_BGgpt.txt	medication	concept	3829	3839	Лизиноприл
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	3913	3920	кашлица
cardiovascular_arterial hypertension_1_BGgpt.txt	disease	concept	3925	3934	ангиоедем
cardiovascular_arterial hypertension_1_BGgpt.txt	symptom	concept	4463	4473	главоболие
cardiovascular_arterial hypertension_1_BGgpt.txt	symptom	concept	4475	4493	зрителни нарушения
cardiovascular_arterial hypertension_1_BGgpt.txt	symptom	concept	4495	4510	болка в гърдите
cardiovascular_arterial hypertension_20_BGgpt.txt	disease	concept	208	229	Артериална хипертония
cardiovascular_arterial hypertension_20_BGgpt.txt	symptom	concept	356	366	главоболия
cardiovascular_arterial hypertension_20_BGgpt.txt	disease	concept	772	793	артериална хипертония
cardiovascular_arterial hypertension_20_BGgpt.txt	procedure	concept	806	823	физикален преглед
cardiovascular_arterial hypertension_20_BGgpt.txt	procedure	concept	1121	1134	уринен анализ
cardiovascular_arterial hypertension_20_BGgpt.txt	disease	concept	1372	1389	пералдостеронизъм
cardiovascular_arterial hypertension_20_BGgpt.txt	medication	concept	1506	1512	натрий
cardiovascular_arterial hypertension_20_BGgpt.txt	medication	concept	1644	1654	Лизиноприл
cardiovascular_arterial hypertension_20_BGgpt.txt	medication	concept	1995	2012	тиазиден диуретик
cardiovascular_arterial hypertension_20_BGgpt.txt	medication	concept	2015	2031	Хидрохлоротиазид
cardiovascular_arterial hypertension_20_BGgpt.txt	medication	concept	2451	2461	Лизиноприл
cardiovascular_arterial hypertension_20_BGgpt.txt	medication	concept	2925	2938	медикаментите
cardiovascular_arterial hypertension_20_BGgpt.txt	disease	concept	3335	3356	артериална хипертония
cardiovascular_arterial hypertension_21_BGgpt.txt	disease	concept	396	417	Артериална хипертония
cardiovascular_arterial hypertension_21_BGgpt.txt	symptom	concept	590	600	главоболие
cardiovascular_arterial hypertension_21_BGgpt.txt	disease	concept	817	838	артериална хипертония
cardiovascular_arterial hypertension_21_BGgpt.txt	disease	concept	933	954	артериална хипертония
cardiovascular_arterial hypertension_21_BGgpt.txt	disease	concept	991	1018	сърдечно-съдови заболявания
cardiovascular_arterial hypertension_21_BGgpt.txt	disease	concept	1781	1802	артериална хипертония
cardiovascular_arterial hypertension_21_BGgpt.txt	medication	concept	1831	1841	Лизиноприл
cardiovascular_arterial hypertension_21_BGgpt.txt	medication	concept	1946	1960	АСЕ-инхибитори
cardiovascular_arterial hypertension_21_BGgpt.txt	disease	concept	2570	2593	артериалната хипертония
cardiovascular_arterial hypertension_21_BGgpt.txt	medication	concept	2884	2894	Лизиноприл
cardiovascular_arterial hypertension_21_BGgpt.txt	medication	concept	3010	3023	медикаментите
cardiovascular_arterial hypertension_21_BGgpt.txt	medication	concept	3076	3111	дихидропиридинов калциев антагонист
cardiovascular_arterial hypertension_21_BGgpt.txt	medication	concept	3320	3333	медикаментите
cardiovascular_arterial hypertension_21_BGgpt.txt	disease	concept	3891	3914	артериалната хипертония
cardiovascular_arterial hypertension_21_BGgpt.txt	medication	concept	3944	3957	медикаментите
cardiovascular_arterial hypertension_21_BGgpt.txt	procedure	concept	4260	4272	мониториране
cardiovascular_arterial hypertension_21_BGgpt.txt	disease	concept	4384	4407	артериалната хипертония
cardiovascular_arterial hypertension_22_BGgpt.txt	symptom	concept	318	328	главоболие
cardiovascular_arterial hypertension_22_BGgpt.txt	disease	concept	484	505	артериална хипертония
cardiovascular_arterial hypertension_22_BGgpt.txt	procedure	concept	1029	1051	амбулаторен мониторинг
cardiovascular_arterial hypertension_22_BGgpt.txt	disease	concept	1171	1192	артериална хипертония
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	1893	1903	Лизиноприл
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	1905	1918	АСЕ-инхибитор
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	2061	2070	Амлодипин
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	2072	2107	дихидропиридинов калциев антагонист
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	2218	2228	Лизиноприл
cardiovascular_arterial hypertension_22_BGgpt.txt	disease	concept	2400	2421	артериална хипертония
cardiovascular_arterial hypertension_22_BGgpt.txt	procedure	concept	2653	2669	двигателен режим
cardiovascular_arterial hypertension_22_BGgpt.txt	disease	concept	3673	3694	артериална хипертония
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	3741	3751	Лизиноприл
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	3760	3769	Амлодипин
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	4102	4142	нестероидни противовъзпалителни средства
cardiovascular_arterial hypertension_22_BGgpt.txt	symptom	concept	4206	4223	кръвното налягане
cardiovascular_arterial hypertension_22_BGgpt.txt	disease	concept	4405	4426	артериална хипертония
cardiovascular_arterial hypertension_22_BGgpt.txt	disease	concept	4447	4468	артериална хипертония
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	4545	4555	Лизиноприл
cardiovascular_arterial hypertension_22_BGgpt.txt	medication	concept	4558	4567	Амлодипин
cardiovascular_arterial hypertension_22_BGgpt.txt	symptom	concept	4734	4748	симптомaтиката
cardiovascular_arterial hypertension_23_BGgpt.txt	disease	concept	275	296	Артериална хипертония
cardiovascular_arterial hypertension_23_BGgpt.txt	disease	concept	329	349	Захарен диабет тип 2
cardiovascular_arterial hypertension_23_BGgpt.txt	disease	concept	946	967	артериална хипертония
cardiovascular_arterial hypertension_23_BGgpt.txt	disease	concept	987	1007	захарен диабет тип 2
cardiovascular_arterial hypertension_23_BGgpt.txt	medication	concept	1072	1081	метформин
cardiovascular_arterial hypertension_23_BGgpt.txt	disease	concept	1420	1452	хипертонично сърдечно заболяване
cardiovascular_arterial hypertension_23_BGgpt.txt	disease	concept	1558	1570	хипокалиемия
cardiovascular_arterial hypertension_23_BGgpt.txt	medication	concept	1788	1797	Амлодипин
cardiovascular_arterial hypertension_23_BGgpt.txt	disease	concept	1878	1901	артериалната хипертония
cardiovascular_arterial hypertension_23_BGgpt.txt	medication	concept	1958	1968	Лизиноприл
cardiovascular_arterial hypertension_23_BGgpt.txt	medication	concept	1972	1985	АСЕ-инхибитор
cardiovascular_arterial hypertension_23_BGgpt.txt	medication	concept	3014	3023	Амлодипин
cardiovascular_arterial hypertension_23_BGgpt.txt	medication	concept	3051	3061	Лизиноприл
cardiovascular_arterial hypertension_23_BGgpt.txt	medication	concept	3090	3099	Метформин
cardiovascular_arterial hypertension_23_BGgpt.txt	symptom	concept	3946	3957	световъртеж
cardiovascular_arterial hypertension_23_BGgpt.txt	symptom	concept	3959	3968	припадъци
cardiovascular_arterial hypertension_23_BGgpt.txt	disease	concept	4193	4214	артериална хипертония
cardiovascular_arterial hypertension_24_BGgpt.txt	symptom	concept	405	415	главоболие
cardiovascular_arterial hypertension_24_BGgpt.txt	symptom	concept	429	440	световъртеж
cardiovascular_arterial hypertension_24_BGgpt.txt	disease	concept	624	645	артериална хипертония
cardiovascular_arterial hypertension_24_BGgpt.txt	disease	concept	1137	1158	артериална хипертония
cardiovascular_arterial hypertension_24_BGgpt.txt	medication	concept	1375	1381	натрий
cardiovascular_arterial hypertension_24_BGgpt.txt	medication	concept	1513	1523	Лизиноприл
cardiovascular_arterial hypertension_24_BGgpt.txt	disease	concept	1981	1993	хипертонията
cardiovascular_arterial hypertension_24_BGgpt.txt	disease	concept	2092	2094	АН
cardiovascular_arterial hypertension_24_BGgpt.txt	medication	concept	2152	2162	Лизиноприл
cardiovascular_arterial hypertension_24_BGgpt.txt	symptom	concept	2295	2300	отоци
cardiovascular_arterial hypertension_24_BGgpt.txt	symptom	concept	2302	2313	световъртеж
cardiovascular_arterial hypertension_24_BGgpt.txt	symptom	concept	2318	2335	затруднено дишане
cardiovascular_arterial hypertension_24_BGgpt.txt	symptom	concept	3096	3112	зрителни промени
cardiovascular_arterial hypertension_24_BGgpt.txt	symptom	concept	3114	3129	болка в гърдите
cardiovascular_arterial hypertension_24_BGgpt.txt	symptom	concept	3134	3151	затруднено дишане
cardiovascular_arterial hypertension_24_BGgpt.txt	disease	concept	3217	3238	артериална хипертония
cardiovascular_arterial hypertension_24_BGgpt.txt	medication	concept	3314	3325	медикаменти
